post date	Summary and Description	post number
2023-10-01T16:39:53Z	"Question Regarding 2021 WT2 MT1 Q4 I&#39;m really confused as to how to solve this natural recursion problem. My original attempt was to create a helper function to combine (first loi) and the natural recursion to determine the sum of the areas of images whose areas are &gt; number n.

;;
;; CONSTANTS:   PLEASE USE THESE CONSTANTS IN YOUR CHECK-EXPECTS
;;
(define I20x30 (rectangle 20 30 &#34;solid&#34; &#34;red&#34;))
(define I15x10 (rectangle 15 10 &#34;solid&#34; &#34;blue&#34;))
(define I40x10 (rectangle 40 10 &#34;solid&#34; &#34;magenta&#34;))
(define I20x90 (rectangle 20 90 &#34;solid&#34; &#34;pink&#34;))
(define I10x50 (rectangle 10 50 &#34;solid&#34; &#34;orange&#34;))
(define I80x60 (rectangle 80 60 &#34;solid&#34; &#34;brown&#34;))

;;
;; DATA DEFINITIONS:
;;

(@htdd ListOfImage)
;; ListOfImage is one of:
;;  - empty
;;  - (cons Image ListOfImage)
;; interp. a list of images
(define LOI1 empty)
(define LOI2 (cons I20x30 (cons I10x50 empty)))

(@dd-template-rules one-of             ;2 cases
                    atomic-distinct    ;empty
                    compound           ;(cons Image ListOfImage)
                    self-ref)          ;(rest loi) is ListOfImage

(define (fn-for-loi loi)
  (cond [(empty? loi) (...)]
        [else
         (... (first loi)                   ; Image
              (fn-for-loi (rest loi)))]))   ; ListOfImage

;;
;; Please design a function that consumes a list of images as its first argument
;; and a number as its second argument.  The function should produce the sum of
;; the areas of just those images with area greater than the number.
;;
;; For example:
;;   (sum-areas-greater-than (cons I15x10 (cons I20x30 empty)) 500)
;;
;;  would produce 600.
;;
;; To help you we are providing an additional function, which you can use as if
;; it was a primitive:
;;
;;   Image -&gt; Natural
;;   image-area   
;;   produces the product of the image width * image height
;;
;; The definition for this function is at the end of the file.  We did not do
;; a full htdf because this an exam.
;;


(@htdf sum-areas-greater-than)
(@signature ListOfImage Number -&gt; Natural)
;; Consumes list of image and n &amp; produces sum of areas of images whose area &gt; n

; The examples
;(define I20x30 (rectangle 20 30 &#34;solid&#34; &#34;red&#34;))
;(define I15x10 (rectangle 15 10 &#34;solid&#34; &#34;blue&#34;))
;(define I40x10 (rectangle 40 10 &#34;solid&#34; &#34;magenta&#34;))
;(define I20x90 (rectangle 20 90 &#34;solid&#34; &#34;pink&#34;))
;(define I10x50 (rectangle 10 50 &#34;solid&#34; &#34;orange&#34;))
;(define I80x60 (rectangle 80 60 &#34;solid&#34; &#34;brown&#34;))

; Area of I20x30: 600
; Area of I15x10: 150
; Area of I40x10: 400

(check-expect (sum-areas-greater-than empty 100) 0) ; ok
(check-expect (sum-areas-greater-than (cons I20x30
                                            (cons I15x10 empty))
                                      149)
              (&#43; 600 150))

(check-expect (sum-areas-greater-than (cons I15x10
                                            (cons I20x30 empty))
                                      150)
              600)

(check-expect (sum-areas-greater-than (cons I20x30
                                            (cons I15x10 empty))
                                      200)
              600)

(check-expect (sum-areas-greater-than (cons I20x30
                                            (cons I15x10 empty))
                                      600)
              0)

(check-expect (sum-areas-greater-than (cons I20x30
                                            (cons I15x10 empty))
                                      700)
              0)
                                      
              

; The stub
; (define (sum-areas-greater-than loi n) 0)

; The template
(@template-origin ListOfImage)

(@template
 (define (sum-areas-greater-than loi n)
   (cond [(empty? loi) (... n)]
         [else
          (... n
               (first loi)             
               (sum-areas-greater-than (rest loi) n))])))

; Code the body
(define (sum-areas-greater-than loi n)
  (cond [(empty? loi) 0]
        [else
         (helper n
                 (first loi)
                 (sum-areas-greater-than (rest loi) n))]))

; Code the helper
(@htdf helper)
(@signature Natural Image Natural -&gt; Natural)
;; Produces sum of area of Image &#43; N2 if area of Image &gt; n, else N2

; The examples
(check-expect (helper 10 I15x10 200) (&#43; 150 200))
(check-expect (helper 150 I15x10 200) 200)
(check-expect (helper 175 I15x10 200) 200)

; The stub
; (define (helper n Img1 N2) 0)

; Template
(@template-origin Natural)
(@template
 (define (helper n Img1 N2)
   (... n Img1 N2)))

; Code the body
(define (helper n img1 N2)
   (if (&gt; (image-area img1) n)
       (&#43; (image-area img1) N2)
       N2))


;;********************************
;; Supplied primitive below here.
;;

(define (image-area img)
  (* (image-width img) (image-width img)))
I also tried avoiding the use of a helper function:

(define (sum-areas-greater-than loi n)
  (cond [(empty? loi) 0]
        [else
         (if (&gt; (image-area (first loi) n)
             (&#43; (image-area (first loi)) (sum-areas-greater-than (rest loi) n))
             (sum-areas-greater-than (rest loi) n))]))
But neither seem to work. The autograder specifically expects this:

(define (sum-areas-greater-than loi n)
  (cond [(empty? loi) 0]
        [else
         (&#43; (if (&gt; (image-area (first loi)) n)
                (image-area (first loi))
                0)
            (sum-areas-greater-than (rest loi) n))]))
I&#39;m having extreme difficulties figuring out what the autograder wants for these recursive / reference functions. I can get the code to run without modifying the template / following the recipe, but the autograder seems to want the code to be structured in a specific way in order to be graded correctly.
"	579
2023-10-01T15:27:16Z	"Problem bank area solution is weird 
(require 2htdp/image)
(require spd/tags)

(@assignment bank/self-ref-p6)
(@cwl ???)

;; =================
;; Data definitions:

(@problem 1)
;; Design a data definition to represent a list of images. Call it ListOfImage. 


(@htdd ListOfImage)
;; ListOfImage is one of: 
;;  - empty
;;  - (cons Image ListOfImage)
;; interp. a list of images
(define LI0 empty) 
(define LI1 (cons (circle 20 &#34;solid&#34; &#34;red&#34;) empty))
(define LI2 (cons (circle 40 &#34;solid&#34; &#34;blue&#34;)
                  (cons (circle 20 &#34;solid&#34; &#34;red&#34;) empty)))

(@dd-template-rules one-of          ;2 cases
                    atomic-distinct ;empty
                    compound        ;(cons Image ListOfImage)
                    self-ref)       ;(rest loi) is ListOfImage

#;
(define (fn-for-loi loi) 
  (cond [(empty? loi) (...)]
        [else
         (... (first loi)
              (fn-for-loi (rest loi)))]))



;; =================
;; Functions:

(@problem 2)
;; Design a function that consumes a list of images and produces a number 
;; that is the sum of the areas of each image. For area, just use the image&#39;s 
;; width times its height.


(@htdf total-area)
(@signature ListOfImage -&gt; Number) 
;; produce total area of all images
(check-expect (total-area empty) 0)
(check-expect (total-area (cons (rectangle 2 4 &#34;solid&#34; &#34;red&#34;)
                                (cons (square 3 &#34;solid&#34; &#34;blue&#34;)
                                      empty)))
              17)

;(define (total-area loi) 0)  ;stub

(@template-origin ListOfImage)

(@template
 (define (total-area loi) 
   (cond [(empty? loi) (...)]
         [else
          (... (first loi)
               (total-area (rest loi)))])))

(define (total-area loi) 
  (cond [(empty? loi) 0]
        [else
         (&#43; (* (image-width (first loi))
               (image-height (first loi)))
            (total-area (rest loi)))]))

Above code is solution file.

Question asks me to design ListOfImage and function to sum all of area on the ListOfImage

Weird thing in here is that on the data definition, they make example of circle, however, they did not specify how to compute area depending on circle, rectangle, triangle on the function.

Shouldn&#39;t we have if statement like if circle, (sqr (/ (image-width img) 2) * pi and (/ (sqr (image-width img)) 2) for triangle?

Why do they only use multiplying width and height even though the question does not specify that the image is only rectangle and square?"	578
2023-10-01T05:14:03Z	"drracket issue 
Hello, guys.
I have an issue with drracket that run out of memory. Do anyone have idea for how to fix this issue?"	577
2023-10-01T05:08:05Z	Is not having a black highlight a good indication of our program? I understand that whenever we run the code and something is highlighted in black, it means it has not been tested. Would this be a good indication of how thorough our check-expect tests are? Should we aim to essentially test everything and have nothing highlighted in black?	576
2023-10-01T02:44:28Z	"Grader says it should be a term that isn&#39;t in the terms listed (2023s-mt1) I&#39;m a little confused about mt-p1 for 2023s-mt1 as the grader says that B should be &#34;constant,&#34; however that term is not listed in the terms we&#39;re allowed to use.


    0%  of  16.7%  x    BOX-B should be &#34;constant&#34; and only used once: &#34;atomic distinct&#34; is incorrect. 
The terms you may use are:  &#34;answer expression&#34;  &#34;argument&#34;  &#34;atomic distinct&#34;  &#34;data example&#34;  &#34;dd template rule&#34;  &#34;expression&#34;  &#34;function body&#34;  &#34;function call expression&#34;  &#34;function definition&#34;  &#34;function example&#34;  &#34;function name&#34;  &#34;if statement&#34;  &#34;metadata annotation&#34;  &#34;operand&#34;  &#34;parameter&#34;  &#34;question expression&#34;  &#34;structure definition&#34;  &#34;template&#34;  &#34;type comment&#34;  &#34;type name&#34;"	575
2023-10-01T02:33:18Z	"Question from the practice exam (@template-origin WorldStar)
(@template (define (spin ws)   (... (wstar-rot ws)        (fn-for-uni-color (wstar-col ws)))))
(define (spin ws)  (make-wstar (&#43; (wstar-rot ws) SPEED)              (wstar-col ws)))

if there is a natural helper function (fn-for-uni-color), shouldn&#39;t we be making a helper function to not break the reference rule? why is this code skipping the process? Is it because the UNICOLOR is an atomic-distinct?
"	573
2023-10-01T02:18:36Z	"What case does not use &#39;else&#39;? Hello, I read design recipe and demolish code.
Can I get any specific case that does not use &#34;else&#34; in the cond simply?


(@problem 2)
;; The city wants to demolish all buildings classified as &#34;old&#34;. 
;; You are hired to design a function called demolish? 
;; that determines whether a building should be torn down or not.

(@htdf demolish?)
(@signature BuildingStatus -&gt; Boolean)
;; produces true if building is &#34;old&#34; and should be demolished
(check-expect (demolish? &#34;new&#34;) false)
(check-expect (demolish? &#34;old&#34;) true)
(check-expect (demolish? &#34;heritage&#34;) false)

; (define (demolish? bs) true)

(@template-origin BuildingStatus)

(@template
 (define (demolish? bs)
   (cond [(string=? &#34;new&#34; bs) (...)]
         [(string=? &#34;old&#34; bs) (...)]
         [(string=? &#34;heritage&#34; bs) (...)])))

(define (demolish? bs)
  (cond [(string=? &#34;new&#34; bs) false]
        [(string=? &#34;old&#34; bs) true]
        [(string=? &#34;heritage&#34; bs) false]))"	572
2023-10-01T01:37:05Z	Argument vs Operand vs Parameter I was wondering if someone could give me a more detailed explanation of the differences between operands, arguments and parameters. I&#39;ve checked the explanation in the glossary but i can&#39;t seem to confidently distinguish between them and recall when they overlap.	571
2023-10-01T00:35:47Z	"Dr Racket file went blank I was working on PSET 4. I ran my functions and doctor racket went blank. Here is what it is saying:
"	570
2023-10-01T00:13:36Z	"Lab Solutions for Studying Hi, Is it possible if the the lab solutions from previous labs could be released? This would be a helpful tool for studying.
"	569
2023-09-30T22:08:50Z	"question from midterm 2021 w1 q3 Just curious why we have to write (and (string? f) (string=? &#34;A&#34; f)) instead of (string=? &#34;A&#34; f), and why &#34;B&#34; is [(string? f)(...)], not [(and (string? f) (string=? &#34;B&#34; f)) (...)]?
"	567
2023-09-30T18:20:02Z	"Question Regarding Ambiguity of Solution (2023 Summer Term 1 Midterm 1) I&#39;m having challenges getting the Autograder to approve my answer to this problem. The question asks you to write a function that produces the number of flights in a list of flights whose origin is not equal to destination AND load/capacity ratio is less than 0.8

I&#39;ve chosen to solve this using a helper function helper function that takes (first lof) and the natural recursion (unprofitable-flights (rest lof)) as input and adds 1 to the natural recursion if the flight (first lof) satisfies the requirements of the problem statement:


(@htdf unprofitable-flights)
(@signature ListOfFlight -&gt; Natural)
;; Produces the number of flights where origin != 
;; destination and (loa/cap)&lt;0.8

; Examples
(check-expect (unprofitable-flights empty) 0)
(check-expect (unprofitable-flights
               (cons (make-flight &#34;Canada&#34;
                      &#34;Denmark&#34; 100 79) empty))
               1)

(check-expect (unprofitable-flights
               (cons (make-flight &#34;Canada&#34; &#34;Canada&#34;
                      100 70) empty))
              0)
;; &lt;there are other check-expects but I won&#39;t show
;; them because there are many of them&gt;

; The stub
; (define (unprofitable-flights lof) 2)

; Template
(@template-origin ListOfFlight)
(@template
 (define (unprofitable-flights lof)
   (cond [(empty? lof) (...)]
         [else
          (... (fn-for-flight (first lof))
               (unprofitable-flights 
                         (rest lof)))])))

; Code the body
(define (unprofitable-flights lof)
  (cond [(empty? lof) 0]
        [else
         (count-unprofitable (first lof)
                             (unprofitable-flights
                               (rest lof)))]))

;; -------------------------------------------------
;; Helper function count-unprofitable
(@htdf count-unprofitable)
(@signature Flight Natural -&gt; Natural)
;; If flight is unprofitable, adds 1 to the second 
;; natural, num2

; The examples
(check-expect (count-unprofitable 
                (make-flight &#34;Canada&#34; &#34;Denmark&#34; 
                              100 79)
               2)
              (&#43; 1 2))

(check-expect (count-unprofitable 
               (make-flight &#34;Canada&#34; &#34;Canada&#34; 
                             100 70)
              2)
              (&#43; 0 2))

(check-expect (count-unprofitable 
                (make-flight &#34;Canada&#34; &#34;Denmark&#34; 
                             100 80)
                 2)
              (&#43; 0 2))

(check-expect (count-unprofitable 
                 (make-flight &#34;Canada&#34; &#34;Denmark&#34; 
                               100 81)
              2)
              (&#43; 0 2))

; The stub
; (define (count-unprofitable f num2) 2)

; Template
(@template-origin Flight)
(@template
 (define (count-unprofitable f num2)
   (... num2
        (flight-ori f)
        (flight-des f)
        (flight-cap f)
        (flight-loa f))))

; Code the body
(define (count-unprofitable f num2)
  (if (and (not (string=? (flight-ori f) 
                          (flight-des f)))
           (&lt; (/ (flight-loa f) (flight-cap f)) 
              0.8))
      (&#43; 1 num2)
      num2))
This solution produces the correct unprofitable-flights function as per the Autograder. But it seems the autograder was expecting a Boolean function for the helper function. 


I guess my method of solving the problem differs from the Autograder. However, I did follow the recipe and provide a helper function as required. Is this something I should be concerned about?"	564
